0           , 0.353
1           , 0.347
2           , 0.330
3           , 0.317
4           , 0.316
5           , 0.315
6           , 0.320
7           , 0.336
8           , 0.347
9           , 0.358
10          , 0.368
11          , 0.386
12          , 0.397
13          , 0.405
14          , 0.409
15          , 0.415
16          , 0.417
17          , 0.421
18          , 0.436
19          , 0.445
20          , 0.459
21          , 0.472
22          , 0.476
23          , 0.490
24          , 0.494
25          , 0.511
26          , 0.529
27          , 0.528
28          , 0.555
29          , 0.554
30          , 0.574
31          , 0.592
32          , 0.594
33          , 0.610
34          , 0.615
35          , 0.628
36          , 0.628
37          , 0.652
38          , 0.617
39          , 0.656
40          , 0.667
41          , 0.676
42          , 0.685
43          , 0.685
44          , 0.683
45          , 0.693
46          , 0.695
47          , 0.688
48          , 0.695
49          , 0.709
50          , 0.717
51          , 0.664
52          , 0.705
53          , 0.697
54          , 0.706
55          , 0.711
56          , 0.728
57          , 0.737
58          , 0.740
59          , 0.743
60          , 0.740
61          , 0.748
62          , 0.760
63          , 0.750
64          , 0.782
65          , 0.752
66          , 0.744
67          , 0.755
68          , 0.778
69          , 0.751
70          , 0.753
71          , 0.756
72          , 0.743
73          , 0.759
74          , 0.754
75          , 0.754
76          , 0.755
77          , 0.773
78          , 0.771
79          , 0.776
80          , 0.772
81          , 0.778
82          , 0.773
83          , 0.772
84          , 0.770
85          , 0.769
86          , 0.763
87          , 0.773
88          , 0.768
89          , 0.774
90          , 0.750
91          , 0.770
92          , 0.769
93          , 0.776
94          , 0.791
95          , 0.790
96          , 0.774
97          , 0.785
98          , 0.791
99          , 0.779
100         , 0.795
101         , 0.794
102         , 0.776
103         , 0.786
104         , 0.783
105         , 0.773
106         , 0.779
107         , 0.777
108         , 0.790
109         , 0.801
110         , 0.797
111         , 0.792
112         , 0.800
113         , 0.799
114         , 0.797
115         , 0.792
116         , 0.834
117         , 0.811
118         , 0.802
119         , 0.801
120         , 0.800
121         , 0.800
122         , 0.803
123         , 0.796
124         , 0.813
125         , 0.801
126         , 0.796
127         , 0.795
128         , 0.798
129         , 0.788
130         , 0.811
131         , 0.806
132         , 0.816
133         , 0.801
134         , 0.816
135         , 0.815
136         , 0.825
137         , 0.811
138         , 0.806
139         , 0.818
140         , 0.818
141         , 0.820
142         , 0.838
143         , 0.829
144         , 0.823
145         , 0.812
146         , 0.816
147         , 0.824
148         , 0.821
149         , 0.824
150         , 0.828
151         , 0.823
152         , 0.821
153         , 0.821
154         , 0.820
155         , 0.845
156         , 0.832
157         , 0.823
158         , 0.827
159         , 0.827
160         , 0.829
161         , 0.833
162         , 0.826
163         , 0.832
164         , 0.823
165         , 0.819
166         , 0.833
167         , 0.828
168         , 0.838
169         , 0.827
170         , 0.832
171         , 0.814
172         , 0.823
173         , 0.825
174         , 0.837
175         , 0.831
176         , 0.833
177         , 0.841
178         , 0.825
179         , 0.822
180         , 0.830
181         , 0.817
182         , 0.829
183         , 0.835
184         , 0.817
185         , 0.831
186         , 0.837
187         , 0.843
188         , 0.831
189         , 0.840
190         , 0.837
191         , 0.844
192         , 0.853
193         , 0.834
194         , 0.871
